lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48
5137	Prostate Cancer Screening		Detección de cancer de próstata	Detección de cancer de próstata	Screening auf Prostata-Krebs	Prostaat examen		Depistage cancer prostatique			??????	??????	???????? ???? ?????????????? ??????	????????????? ???????? ????????/????????????		Penyaringan Kanker Prostat	?????pt???? ??e???? ?a?????? ???st?t?				????? ?????? ?????? ???????????					Screening del cancro alla prostata	????????? ????? ??????????		Tuy?n ti?n li?t Ung Thu			Screening karcinomu prostaty	???????? ???? ????????			????? ????? ???????										???: ??? ??????? ??????????		dummy
5138	Prostate Exam	Prostata undersökning	Examen de Próstata	Examen de Próstata	Prostata-Untersuchung	Prostaatonderzoek		Examen prostatique			?????	?????	???????????? ?????????????? ??????	????????????? ???????? ??????????????		Pemeriksaan Prostat	???tas? p??st?t?		Exame prostático	Exame de próstata	??? ??????????	Prostata undersökning	Prostat Muayenesi	Badanie prostaty		Esame della prostata	????????? ???????		Tuy?n ti?n li?t thi			Vyšetrení prostaty	????? ????????			?????? ???????										???: ??? ???????		dummy
5139	Prostate Problems	Prostata problem	Problemas de Próstata	Problemas de Próstata	Prostata-Probleme	Prostaatproblemen		Problèmes prostatiques			?????	?????	???????? ?????????????? ??????	????????????? ????????		Masalah Prostat	???ß??µ. p??st?t?		Problemas prostáticos	Problemas da Próstata	????? ??????????	Prostata problem	Prostat Sorunlari			Problemi alla prostata	????????? ?? ????????		Tuy?n ti?n li?t v?n d?			Prostatické obtíže	???????? ? ?????????													???: ??? ??????		dummy
5140	Prostate w/o enlrgmt, nodules, tender		Próstata sin enlrgmt, nódulos, dolor	Próstata sin agrandamiento, nódulos o sensibilidad		Prostaat met/of vergroting, knobbels, gevoelig					W / O enlrgmt,?????,??	???W / O??,??,??	?????????????? ?????? ??? enlrgmt, ??????????, ??????????????	????????????? ????????, ??????????????, ??????????????? ??????????????		Prostat w/o pembesaran, bengkak, perih	???st?t?? ????? d????, ?????, e?a?s??s?a		Enlrgmt de w/o prostático, nódulos, oferta,	Próstata w / o enlrgmt, nódulos, concurso	???????? ???? ???? ?? ??? ?? ???		Prostatta büyüme, nodul, hassasiyet yok.			Prostata e/o ingross., noduli, molle	????????? w/o enlrgmt, ????, tender		Tuy?n ti?n li?t w / o enlrgmt, n?t, d?u th?u			Prostata nezvetšená,nebolestivá  bez nodulu	???????? ??? ?????????, ??????, ???????			Prostate w/o enlrgmt, nodules, tender										/ O enlrgmt, ????, ?????? ???? ???: ???		dummy
5141	Protocol					Protocol		Protocole						???????????????							????????					Protocollo	?????????					Protokol	????????													?????????		dummy
5142	Provide absolute path		Provee ruta absoluta	Provee ruta absoluta	Gib den absoluten Pfad an	Absolute pad aangeven		Fournir le chemin absolu			??????	??????	???????????? ?????????? ????	????????/????????? ???????? ????		Sediakan path absolut	?p?de??te t?? ap???t? d?ad??µ?				???? ?????? ??????		Tam yolu yaziniz			Inserisci il percorso assoluto	????? ?? ???????? ????		Cung c?p du?ng d?n tuy?t d?i			Zadejte absolutní cestu	??????? ?????????? ????													??????? ????? ??????		dummy
5143	Provide absolute path of file		Provee ruta absoluta del file	Provee ruta absoluta del file	Gib den absoluten Pfad der Datei an	Absolute pad van File aangeven		Fournir le chemin absolu du fichier			??????????	?????????	???????????? ?????????? ???? ? ?????	????????/????????? ???????? ???? ???? ?????		Sediakan path dari file yang absolut	?p?de??te t?? ap???t? d?ad??µ? t?? a??e???				???? ?????? ?????? ?????		Dosyanin tam yolunu yaziniz			Inserisci il percorso assoluto del file	????? ?? ????? ?? ?????? ????		Cung c?p du?ng d?n tuy?t d?i c?a t?p tin			Zadejte absolutní cestu k souboru	??????? ?????????? ???? ?? ?????													???? ???????? ????? ??????		dummy
5144	Provide clinical summaries for patients for each office visit (New).																																															dummy
5145	Provide clinical summaries for patients for each office visit.		Proporcione resúmenes clínicos a los pacientes en cada visita.	Proporcione resúmenes clínicos a los pacientes en cada visita.		Geef klinische samnevatting van ieder praktijk bezoek		Fournir les résumés clinique des patients pour chaque visite au bureau.			????????????????	?????????????????	????????????? ??????????? ????? ?? ????????? ??? ??????? ????????? ????????.	????????????? ??????????? ???? ????? ????????? ???????? ????????? ?????????		Sediakan rangkuman klinis untuk pasien untuk setiap kunjungan kantor.	?p?de??te ???????? pe?????e?? ??a as?e?e?? ??a ???e ep?s?e?? ??afe???.				???? ???????? ??????? ?????? ??? ?????					Fornisce riassunti clinici per i pazienti per ciascuna visita in studio	???????? ???????? ?? ???? ?? ??? ??????? ?? ??????? ???????? ?????? ?????? ????.		Cung c?p b?n tóm t?t lâm sàng cho b?nh nhân cho m?i l?n khám van phòng.			Poskytuje klinický souhrn pro každou návštevu pacienta	??????? ????????? ?????? ?? ?????????, ??? ??????? ???????????? ????????.			????? ??? ?????? ??????? ?? ???? ?? ?? ?? ???????????? ????? ????.										???????? ???????? ??? ????????? ???????? ?????? ????.		dummy
5146	Provide patients with an electronic copy of their health information (including diagnostic test results, problem list, medication lists, medication allergies), upon request.		Proporcionar a los pacientes una copia electrónica de su información de salud (incluyendo resultados de pruebas de diagnóstico, lista de problemas, lista de medicamentos, medicación para alergias), bajo petición.	Proporcionar a los pacientes una copia electrónica de su información de salud (incluyendo resultados de pruebas de diagnóstico, lista de problemas, lista de medicamentos, medicación para alergias), bajo petición.		Geef patienten een lectronische copie vanhet gezondheids info (Met diagnostische test resultaten, probleem lijst, medicijn lijst , medicatie allergie) op verzoek.					??????,???????(?????????,?????,????,????)???,???	????????,???????????(?????????,??????,????,????)???	????????????? ????????? ?? ??????? ??????????? ????? ?? ??????????? ?????????? (??????? ?????????? ??????????????? ????????????, ?????? ???????, ?????? ????????, ????????????? ????????).	??? ??????? ????????? ???????? ?? ??????????? ????? ????????? ???????????? ??????????? (???????? ????????? ????????????????? ????????????, ??????????, ????????? ?????, ?????? ?????? ???????? ???????????):		Menyediakan pasien dengan salinan elektronik dari informasi kesehatan mereka (termasuk hasil tes diagnostik, daftar masalah, daftar obat/pengobatan, alergi obat/pengobatan), atas permintaan.	?p?de??te as?e?e?? µe ??e?t?????? a?t???af? t?? p????f????? ??e?a? t??? (s?µpe???aµßa??µ???? d?a???st???? ap?te?esµ?t??, ??sta? p??ß??µ?t??, ??st?? fa?µ????, fa?µa?e?t???? a??e???e?), ?at?p?? a?t?µat??.				???? ?????? ???? ????????? ?? ?????? ??????					Fornisce ai pazienti una copia elettronica con informazioni sul loro stato di salute (inclusi i risultati dei test diagnostici, elenco dei problemi, elenco dei farmaci, allergie), su rchiesta.	Provide patients with an electronic copy of their health information (including diagnostic test results, problem list, medication lists, medication allergies), upon request.		Cung c?p cho b?nh nhân v?i m?t b?n sao di?n t? c?a thông tin s?c kh?e c?a h? (bao g?m c? k?t qu? xét nghi?m ch?n doán, v?n d? danh sách, danh m?c thu?c, d? ?ng thu?c), theo yêu c?u.			Na vyžádání poskytuje elektronickou kopii zdravotních informací pacientu ( zahrnuje výsledky diagnostických testu, seznam problému, seznam medikace, lékové alergie ).	??????? ????????? ?? ??????? ??????????? ????? ?????? ???????? ?????????? (? ???? ????? ?????????? ???????????, ?????? ??????, ?????? ?????, ?????? ??? ???????).													???????????, (????? ????? ??????, ?????? ????, ???????? ????, ???????? ?????? ??????) ????????? ????????? ?????? ???????????? ???? ???????? ????????? ????.		dummy
5147	Provide patients with timely electronic access to their health information (including lab results, problem list, medication lists, medication allergies) within four business days of the information being available to the EP.		Ofrecer a los pacientes el acceso oportuno a su información electrónica de salud (incluyendo resultados de laboratorio, lista de problemas, listas de medicamentos, alergias a medicamentos) dentro de cuatro días hábiles de que la información esté disponible para el EP.	Ofrecer a los pacientes el acceso oportuno a su información electrónica de salud (incluyendo resultados de laboratorio, lista de problemas, listas de medicamentos, alergias a medicamentos) dentro de cuatro días hábiles de que la información esté disponible para el EP (profesional elegible).		Voorzie patienten met een tijdig electronische toegang tot hun gezondheids informatie (met lab testen, probleemlijst, medicatie lijst, aleergie voor medicijnen) binnen vier werkdagen vanaf de informatie voor het EP beschikbaar komt.					????????????EP??????????????(?????????,?????,????,????)????	???????,??????????????????(?????????,?????,????,????)EP?????	? ??????? ??????? ??????? ????, ????? ?????????? ???????? ??? EP, ???????????? ????????? ????????????? ??????????? ???????? ? ?? ??????????? ?????????? (??????? ???????????? ??????????, ?????? ???????, ?????? ????????, ????????????? ????????).	EP-??? ????????????? ????????? ???????? 4 ???????????? ???? ????????? ????????? ????????? ????????? ?? ?????????? ?????????????? (???????? ????????? ????????????? ????????????, ??????????, ????????? ?????, ?????? ?????? ???????? ??????????? ) ???????????? ???????????????:		Menyediakan pasien dengan akses elektronik yang tepat terhadap informasi kesehatan mereka (termasuk hasil lab, dafta masalah, daftar obat/pengobatan, alergi obat/pengobatan) dalam waktu empat hari kerja dari informasi yang tersedia untuk EP.	?p?de??te as?e?e?? µe ??e?t?????? a?t???af? t?? p????f????? ??e?a? t??? (s?µpe???aµßa??µ???? t?? e??ast???a???, ??sta? p??ß??µ?t??, ??st?? fa?µ????, fa?µa?e?t???? a??e???e?) e?t?? tess???? ?µe??? t?? p????f???a? p?? e??a? d?a??s?µ? st? EP.				???? ?????? ?????? ???????? ???? ???? ?? ?????? ??????					Fornire i pazienti con tempestivo accesso elettronico alle loro informazioni sanitarie (compresi i risultati di laboratorio, lista problema, elenchi farmaci, allergie farmaci) entro quattro giorni lavorativi delle informazioni di cui dispone la PE.	Provide patients with timely electronic access to their health information (including lab results, problem list, medication lists, medication allergies) within four business days of the information being available to the EP.		Cung c?p cho b?nh nhân truy c?p di?n t? k?p th?i thông tin s?c kh?e c?a h? (bao g?m c? k?t qu? phòng thí nghi?m, v?n d? danh sách, danh sách thu?c, d? ?ng thu?c) trong vòng b?n ngày làm vi?c c?a các thông tin có s?n d? b?o v? môi tru?ng.				??????? ????????? ??????????? ??????????? ??????? ?? ?????? ???????? ?????????? (? ?


??? ????? ?????????? ???????????? ????????, ?????? ??????, ?????? ?????, ?????? ??? ???????) ???????? ???????? ??????? ???? ? ???????????, ????????? EP.													?????? ?????? ???????? ?????? ??? ??????? ?????????? ?? (??? ??????, ?????? ????, ???????? ????, ???????? ?????? ??????) ????????? ????????? ?????? ?????? ???????????? ?????? ???????? ????????? ????.		dummy
5148	Provide Records to Patient for Visit		Proporcionar Registros de Paciente por Visita	Proporcionar Registros al Paciente por Visita		Geef status aan de patient voor bezoek		Fournir les enregistrement au patient pour la visite			????????	????????	????????????? ?????? ? ???????? ??? ?????????	????????? ??????? ???? ??????????  ??????????		Sediakan Record(Catatan) untuk Pasien untuk Kunjungan					???? ?????? ???? ????????? ?? ?????? ?????? ???? ???????					Fornire i record al paziente per la visita	?????? ?? ??? ???? ?? ??????? ?????? ????		Cung c?p h? so b?nh nhân cho Choi				??????????? ????? ??? ????????? ?? ????????????			????? ????? ?? ????? ???? ??????										?????? ????????? ??????? ????		dummy
5149	Provide valid Email Address		Proporcionar email válido	Proporcionar email válido		Geef een bestaand e-mail adres		Fournir une adresse courriel valide			???????????	???????????	???????????? ?????????? ??????????? ?????	????????? ????? ??·????? ?????		Sediakan Alamat Email yang valid	??ste µ?a ?s????sa ??e?t?. d?e????s?				???? ????? ????		Geçerli Eposta adresi yaziniz	Wpisz poprawny adres email		Inserisci un indirizzo email valido	????? ???? ??? ?????? ????		Cung c?p d?a ch? email h?p l?			Zadat platnou e-mailovou adresu	??????? ????????? ?????? ??????????? ?????													??? ?-??? ????? ????		dummy
5150	Provided Clinical Summary?		¿Resumen médico proporcionado?	¿Resumen médico proporcionado?		Klinische samenvatting(en) geven?		Résumé clinique fournis?			???????	???????	???????????? ??????????? ??????	?????????? ???????? ?????????		Sediakan Rangkuman Klinis?					?? ????? ?????? ??????					E\' stato fornito il riassunto clinico?	???????? ?????? ?????? ???		Cung c?p Tóm t?t thông tin Lâm sàng?			Je poskytnut klinický souhrn ?	?????? ???????? ???????????													???????? ?????? ???????		dummy
5151	Provided Education Resource(s)?		¿Recusros educativos proporcionados?	¿Recursos educativos proporcionados?		Verstrek voorlichting bron(nen)?		Ressources d\'éducation fournis?			??????(S)?	???????	???????????? ??????????????? ??????(?)?	?????????? ??????? ??????????		Sediakan Sumber Daya Pendidikan?					?? ????? ??????? ??????????					Sono state fornite le risorse educative?	???????? ?????? ?????? ???		Cung c?p Tài nguyên Giáo d?c?			Jsou poskytnuty edukacní zdroje ?	?????? ???????(?) ??????(?)?													?????? ?????? ?????? (??)?		dummy
5152	Provider	Vårdgivare	Facultativo	Proveedor	Behandler	Behandelaar		Fourisseur			????	???????	??????????	????????		Provider/Penyedia	???????		Clínico	Médico	?????	Leverandør	Saglayici	Gab./Lekarz:		Operatore	???????	Furnizor	Ngu?i Khám			Poskytovatel	??????????			????? ????? ?????				Hoitava lääkäri						???????		dummy
5153	Provider Id	Vårdgivare ID				Behandelaar Id		Id du fournisseur						????????? id							??? ???? ???????			ID gab./lekarza		Id Operatore	??????? Id					ID poskytovatele	ID ???????????							SV numero						??????? ????		dummy
5154	Provider ID	Vårdgivare ID	Facultativo ID	Facultativo ID	Behandler ID	Behandelaar Id		Id du Fournisseur			????ID			????????? ID							??? ???? ???????			ID gab./lekarza		ID Operatore	??????? ID					ID poskytovatele	ID ???????????			????? ????? ????? ?????				SV numero						??????? ????		dummy
5155	Provider ID at Specified Facility	Vårdgivare ID på specificerad klinik	Facultativo ID en el centro especificado	Facultativo ID en el centro especificado	Behandler ID @ spezifizierten Standort	Behandelaar Id bij gespecificeerde Faciliteit		ID du Fournisseur du batiment spécifié			?????????ID			????? ???????????????? ????????? ID							??? ???? ??????? ??????? ????????					ID Operatore presso la struttura specificata	????????? ?????? ??????? ID						ID ??????????? ? ?????????? ?????????													????????????????????? ?????? ???? ??????? ????		dummy
5156	Provider Matching Errors	Kan ej matcha vårdgivare	Errores de correspondencia de Proveedor	Errores de correspondencia de Proveedor		Behandelaar Matching fouten					????????	???????	?????? ???????????? ???????????	????????? ?????????????????? ????		Kesalahan Kecocokan Provider	Sf??µata pa?????				???? ?????? ?????????		Saglayici eslesme hatalari			Errori di corrispondenza dell\'operatore	??????? ????? ?????????		Nhà cung c?p l?i phù h?p				??????? ????????????? ???????????													??????? ??????? ????		dummy
